Sentiment,Description,Score
positive,"Oppenheimer & Co. Inc. grew its holdings in Seagate Technology Holdings plc (NASDAQ:STX &#8211; Free Report) by 29.3% in the 1st quarter, according to the company in its most recent 13F filing with the SEC. The institutional investor owned 20,973 shares of the data storage provider&#8217;s stock after purchasing an additional 4,752 shares during the [&#8230;]",0.7717
positive,"Oppenheimer & Co. Inc. boosted its holdings in Jack Henry & Associates, Inc. (NASDAQ:JKHY &#8211; Free Report) by 3.2% during the first quarter, according to the company in its most recent filing with the Securities and Exchange Commission. The firm owned 11,896 shares of the technology company&#8217;s stock after acquiring an additional 370 shares during [&#8230;]",0.886
positive,"NetSol Technologies, Inc. (NASDAQ:NTWK &#8211; Get Free Report) shares crossed above its two hundred day moving average during trading on Friday . The stock has a two hundred day moving average of $2.59 and traded as high as $2.80. NetSol Technologies shares last traded at $2.76, with a volume of 9,719 shares changing hands. Wall [&#8230;]",0.836
positive,"Shares of Hollysys Automation Technologies Ltd. (NASDAQ:HOLI &#8211; Get Free Report) passed above its 200-day moving average during trading on Friday . The stock has a 200-day moving average of $24.54 and traded as high as $25.51. Hollysys Automation Technologies shares last traded at $25.27, with a volume of 1,153,137 shares changing hands. Wall Street [&#8230;]",0.836
positive,"Ispire Technology Inc. (NASDAQ:ISPR &#8211; Get Free Report) was the recipient of a significant growth in short interest during the month of June. As of June 30th, there was short interest totalling 317,500 shares, a growth of 27.8% from the June 15th total of 248,500 shares. Based on an average daily trading volume, of 64,700 [&#8230;]",0.9565
positive,"PFG Advisors lifted its stake in shares of AT&T Inc. (NYSE:T &#8211; Free Report) by 32.9% during the first quarter, according to the company in its most recent Form 13F filing with the SEC. The firm owned 40,745 shares of the technology company&#8217;s stock after acquiring an additional 10,096 shares during the quarter. PFG Advisors&#8217; [&#8230;]",0.836
positive,"Oppenheimer & Co. Inc. increased its holdings in shares of BlackRock Science and Technology Term Trust (NASDAQ:BSTZ &#8211; Free Report) by 20.6% in the 1st quarter, according to its most recent disclosure with the Securities and Exchange Commission. The fund owned 121,898 shares of the company&#8217;s stock after purchasing an additional 20,781 shares during the [&#8230;]",0.9382
positive,"Oppenheimer & Co. Inc. cut its position in shares of AMETEK, Inc. (NYSE:AME &#8211; Free Report) by 1.5% during the 1st quarter, according to the company in its most recent filing with the SEC. The firm owned 13,038 shares of the technology company&#8217;s stock after selling 200 shares during the quarter. Oppenheimer & Co. Inc.&#8217;s [&#8230;]",0.7783
positive,"Empirical Financial Services LLC d.b.a. Empirical Wealth Management purchased a new position in Marvell Technology, Inc. (NASDAQ:MRVL &#8211; Free Report) during the first quarter, Holdings Channel reports. The fund purchased 8,904 shares of the semiconductor company&#8217;s stock, valued at approximately $631,000. Several other hedge funds have also recently made changes to their positions in MRVL. [&#8230;]",0.891
positive,"Empirical Financial Services LLC d.b.a. Empirical Wealth Management bought a new stake in Fortive Co. (NYSE:FTV &#8211; Free Report) during the 1st quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission (SEC). The institutional investor bought 8,481 shares of the technology company&#8217;s stock, valued at approximately $730,000. Other [&#8230;]",0.9153
positive,"Empirical Financial Services LLC d.b.a. Empirical Wealth Management acquired a new stake in Fortive Co. (NYSE:FTV &#8211; Free Report) during the 1st quarter, Holdings Channel.com reports. The fund acquired 8,481 shares of the technology company&#8217;s stock, valued at approximately $730,000. Other hedge funds and other institutional investors have also added to or reduced their stakes [&#8230;]",0.891
neutral,"10,049 Shares in BWX Technologies, Inc. (NYSE:BWXT) Acquired by PFG Advisors",0.296
positive,"PFG Advisors increased its holdings in shares of Palo Alto Networks, Inc. (NASDAQ:PANW &#8211; Free Report) by 15.8% during the first quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC). The fund owned 3,440 shares of the network technology company&#8217;s stock after acquiring an additional 470 [&#8230;]",0.875
positive,"PFG Advisors purchased a new stake in BWX Technologies, Inc. (NYSE:BWXT &#8211; Free Report) in the 1st quarter, according to the company in its most recent filing with the Securities & Exchange Commission. The institutional investor purchased 10,049 shares of the technology company&#8217;s stock, valued at approximately $1,031,000. Several other institutional investors and hedge funds [&#8230;]",0.8625
positive,"PFG Advisors grew its position in International Business Machines Co. (NYSE:IBM &#8211; Free Report) by 8.1% in the 1st quarter, according to its most recent disclosure with the SEC. The fund owned 5,629 shares of the technology company&#8217;s stock after buying an additional 422 shares during the period. PFG Advisors&#8217; holdings in International Business Machines [&#8230;]",0.7717
positive,"PFG Advisors lifted its position in Gartner, Inc. (NYSE:IT &#8211; Free Report) by 2.1% in the 1st quarter, according to the company in its most recent disclosure with the Securities & Exchange Commission. The fund owned 2,382 shares of the information technology services provider&#8217;s stock after purchasing an additional 48 shares during the quarter. PFG [&#8230;]",0.836
positive,"Oppenheimer & Co. Inc. increased its holdings in shares of Microchip Technology Incorporated (NASDAQ:MCHP &#8211; Free Report) by 18.1% in the 1st quarter, according to its most recent disclosure with the Securities and Exchange Commission. The fund owned 42,630 shares of the semiconductor company&#8217;s stock after purchasing an additional 6,546 shares during the quarter. Oppenheimer [&#8230;]",0.9042
positive,"Oppenheimer & Co. Inc. decreased its stake in The Trade Desk, Inc. (NASDAQ:TTD &#8211; Free Report) by 6.5% during the 1st quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission. The firm owned 46,363 shares of the technology company&#8217;s stock after selling 3,215 shares during the quarter. Oppenheimer & [&#8230;]",0.836
positive,"Oppenheimer & Co. Inc. grew its holdings in CoStar Group, Inc. (NASDAQ:CSGP &#8211; Free Report) by 2.4% during the 1st quarter, according to the company in its most recent disclosure with the SEC. The fund owned 41,356 shares of the technology company&#8217;s stock after purchasing an additional 978 shares during the quarter. Oppenheimer & Co. [&#8230;]",0.7717
positive,"Ashtead Technology Holdings Plc (LON:AT &#8211; Get Free Report)&#8217;s stock price traded up 1.6% during trading on Friday . The company traded as high as GBX 828 ($10.61) and last traded at GBX 828 ($10.61). 96,642 shares traded hands during trading, The stock had previously closed at GBX 815 ($10.44). Wall Street Analysts Forecast Growth [&#8230;]",0.7964
positive,Ashtead Technology (LON:AT) Trading 1.6% Higher,0.0
positive,Senmiao Technology Limited (NASDAQ:AIHS) Sees Significant Growth in Short Interest,0.6705
positive,"Senmiao Technology Limited (NASDAQ:AIHS &#8211; Get Free Report) was the recipient of a large growth in short interest in the month of June. As of June 30th, there was short interest totalling 392,700 shares, a growth of 20.8% from the June 15th total of 325,100 shares. Based on an average daily trading volume, of 25,200 [&#8230;]",0.9432
positive,"Akoustis Technologies, Inc. (NASDAQ:AKTS &#8211; Get Free Report) was the target of a significant drop in short interest in June. As of June 30th, there was short interest totalling 6,150,000 shares, a drop of 17.6% from the June 15th total of 7,460,000 shares. Based on an average trading volume of 14,030,000 shares, the short-interest ratio [&#8230;]",0.91
positive,"Empirical Financial Services LLC d.b.a. Empirical Wealth Management increased its position in ServiceNow, Inc. (NYSE:NOW &#8211; Free Report) by 375.6% in the 1st quarter, HoldingsChannel.com reports. The institutional investor owned 1,365 shares of the information technology services provider&#8217;s stock after purchasing an additional 1,078 shares during the quarter. Empirical Financial Services LLC d.b.a. Empirical Wealth [&#8230;]",0.9349
positive,"Oppenheimer & Co. Inc. raised its stake in Arista Networks, Inc. (NYSE:ANET &#8211; Free Report) by 140.4% during the 1st quarter, according to its most recent filing with the Securities and Exchange Commission. The fund owned 19,216 shares of the technology company&#8217;s stock after purchasing an additional 11,224 shares during the quarter. Oppenheimer & Co. [&#8230;]",0.836
negative,Align Technology: The Short-Sellers Are Wrong,-0.4767
positive,"Empirical Financial Services LLC d.b.a. Empirical Wealth Management lifted its position in Trane Technologies plc (NYSE:TT &#8211; Free Report) by 10.4% during the 1st quarter, Holdings Channel reports. The firm owned 1,883 shares of the company&#8217;s stock after buying an additional 178 shares during the quarter. Empirical Financial Services LLC d.b.a. Empirical Wealth Management&#8217;s holdings [&#8230;]",0.9201
positive,"Kotak Mahindra Bank To Use Technology To Drive Growth After RBI Action, Says CEO Vaswani",0.3818
positive,"Empirical Financial Services LLC d.b.a. Empirical Wealth Management boosted its stake in shares of Twilio Inc. (NYSE:TWLO &#8211; Free Report) by 12.1% during the first quarter, according to the company in its most recent Form 13F filing with the Securities & Exchange Commission. The firm owned 11,211 shares of the technology company&#8217;s stock after purchasing [&#8230;]",0.9274
positive,"Empirical Financial Services LLC d.b.a. Empirical Wealth Management grew its stake in shares of Medtronic plc (NYSE:MDT &#8211; Free Report) by 39.1% in the 1st quarter, Holdings Channel reports. The institutional investor owned 7,869 shares of the medical technology company&#8217;s stock after buying an additional 2,211 shares during the quarter. Empirical Financial Services LLC d.b.a. [&#8230;]",0.9022
neutral,Autoscope Technologies (NASDAQ:AATC) Shares Up 1%,0.296
neutral,Sangoma Technologies (OTCMKTS:SAMOF) Shares Up 2%,0.296
positive,"Sangoma Technologies Co. (OTCMKTS:SAMOF &#8211; Get Free Report)&#8217;s stock price rose 2% on Friday . The company traded as high as $4.86 and last traded at $4.79. Approximately 8,809 shares changed hands during trading, an increase of 698% from the average daily volume of 1,104 shares. The stock had previously closed at $4.69. Sangoma Technologies [&#8230;]",0.8402
positive,"Advantest (OTCMKTS:ATEYY &#8211; Get Free Report) and e.Digital (OTCMKTS:EDIG &#8211; Get Free Report) are both computer and technology companies, but which is the superior investment? We will contrast the two companies based on the strength of their dividends, analyst recommendations, valuation, profitability, institutional ownership, risk and earnings. Profitability This table compares Advantest and e.Digital&#8217;s net [&#8230;]",0.9432
positive,"CFN Enterprises (OTCMKTS:CNFN &#8211; Get Free Report) and NextPlay Technologies (NASDAQ:NXTP &#8211; Get Free Report) are both small-cap finance companies, but which is the better business? We will compare the two companies based on the strength of their dividends, analyst recommendations, profitability, earnings, risk, institutional ownership and valuation. Institutional and Insider Ownership 3.0% of NextPlay [&#8230;]",0.9091
positive,"NeoMagic (OTCMKTS:NMGC &#8211; Get Free Report) and Enphase Energy (NASDAQ:ENPH &#8211; Get Free Report) are both computer and technology companies, but which is the better stock? We will contrast the two companies based on the strength of their dividends, earnings, analyst recommendations, profitability, institutional ownership, valuation and risk. Earnings & Valuation This table compares NeoMagic [&#8230;]",0.9186
positive,"Cheer (NASDAQ:CHR &#8211; Get Free Report) and Five9 (NASDAQ:FIVN &#8211; Get Free Report) are both computer and technology companies, but which is the better business? We will contrast the two companies based on the strength of their institutional ownership, valuation, profitability, analyst recommendations, risk, dividends and earnings. Profitability This table compares Cheer and Five9&#8217;s net [&#8230;]",0.967
neutral,BM Technologies (NYSE:BMTX) Trading Up 14.8%,0.0
positive,"Blockchain Technologies ETF (TSE:HBLK &#8211; Get Free Report)&#8217;s stock price shot up 0.4% on Friday . The company traded as high as C$16.85 and last traded at C$16.84. 2,633 shares changed hands during mid-day trading, a decline of 38% from the average session volume of 4,217 shares. The stock had previously closed at C$16.77. Blockchain [&#8230;]",0.7717
neutral,"Quantbot Technologies LP Purchases 14,422 Shares of Walmart Inc. (NYSE:WMT)",0.296
negative,"During Seton Hall University’s April 22, 2024 panel on defense data analytics, the Army 353rd Civil Affairs Command’s Capt. Venkatesh Srinivasan described how his military service and civilian career complement each other. The experience of being in the Army benefits his civilian work and his civilian work qualifies him for the specific role he holds in the Army: 38G6R – Civil Affairs Technology and Telecommunications officer.",0.4767
negative,"During Seton Hall University’s April 22, 2024 panel on defense data analytics, the Army 353rd Civil Affairs Command’s Capt. Venkatesh Srinivasan described how his military service and civilian career complement each other. The experience of being in the Army benefits his civilian work and his civilian work qualifies him for the specific role he holds in the Army: 38G6R – Civil Affairs Technology and Telecommunications officer.",0.4767
positive,"Wealthspire Advisors LLC raised its holdings in Evolv Technologies Holdings, Inc. (NASDAQ:EVLV &#8211; Free Report) by 49.2% during the 1st quarter, according to its most recent filing with the Securities and Exchange Commission (SEC). The firm owned 18,194 shares of the company&#8217;s stock after buying an additional 6,003 shares during the quarter. Wealthspire Advisors LLC&#8217;s [&#8230;]",0.836
positive,"Wealthspire Advisors LLC trimmed its position in AMETEK, Inc. (NYSE:AME &#8211; Free Report) by 15.1% during the first quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commission. The institutional investor owned 1,187 shares of the technology company&#8217;s stock after selling 211 shares during the quarter. Wealthspire [&#8230;]",0.836
positive,"SG Americas Securities LLC raised its stake in Fortive Co. (NYSE:FTV &#8211; Free Report) by 181.4% in the first quarter, according to the company in its most recent disclosure with the Securities & Exchange Commission. The fund owned 64,549 shares of the technology company&#8217;s stock after acquiring an additional 41,612 shares during the quarter. SG [&#8230;]",0.8779
positive,"Wealthspire Advisors LLC cut its position in Science Applications International Co. (NYSE:SAIC &#8211; Free Report) by 4.8% during the 1st quarter, according to the company in its most recent disclosure with the SEC. The firm owned 1,795 shares of the information technology services provider&#8217;s stock after selling 91 shares during the period. Wealthspire Advisors LLC&#8217;s [&#8230;]",0.6808
neutral,"Wealthspire Advisors LLC Sells 555 Shares of Keysight Technologies, Inc. (NYSE:KEYS)",0.296
positive,"Wealthspire Advisors LLC lessened its stake in shares of Keysight Technologies, Inc. (NYSE:KEYS &#8211; Free Report) by 25.0% during the first quarter, Holdings Channel reports. The fund owned 1,664 shares of the scientific and technical instruments company&#8217;s stock after selling 555 shares during the quarter. Wealthspire Advisors LLC&#8217;s holdings in Keysight Technologies were worth $260,000 [&#8230;]",0.8689
positive,"SG Americas Securities LLC lifted its position in SBA Communications Co. (NASDAQ:SBAC &#8211; Free Report) by 191.3% during the first quarter, HoldingsChannel.com reports. The fund owned 25,828 shares of the technology company&#8217;s stock after acquiring an additional 16,962 shares during the period. SG Americas Securities LLC&#8217;s holdings in SBA Communications were worth $5,597,000 at the [&#8230;]",0.9001
positive,"Quisitive Technology Solutions, Inc. (OTCMKTS:QUISF &#8211; Get Free Report) shares traded up 3.3% on Friday . The company traded as high as $0.22 and last traded at $0.22. 15,369 shares were traded during trading, a decline of 47% from the average session volume of 29,246 shares. The stock had previously closed at $0.21. Quisitive Technology [&#8230;]",0.8625
positive,"Quisitive Technology Solutions, Inc. (OTCMKTS:QUISF &#8211; Get Free Report) shares traded up 3.3% on Friday . The company traded as high as $0.22 and last traded at $0.22. 15,369 shares were traded during trading, a decline of 47% from the average session volume of 29,246 shares. The stock had previously closed at $0.21. Quisitive Technology [&#8230;]",0.8625
positive,"Wealthspire Advisors LLC lessened its stake in shares of Medtronic plc (NYSE:MDT &#8211; Free Report) by 10.2% in the 1st quarter, HoldingsChannel.com reports. The fund owned 9,927 shares of the medical technology company&#8217;s stock after selling 1,123 shares during the period. Wealthspire Advisors LLC&#8217;s holdings in Medtronic were worth $865,000 at the end of the [&#8230;]",0.8689
negative,Ping An Healthcare and Technology (OTCMKTS:PANHF) Stock Price Down 40.6%,0.0
positive,"Ping An Healthcare and Technology Company Limited (OTCMKTS:PANHF &#8211; Get Free Report) shares fell 40.6% on Friday . The company traded as low as $0.86 and last traded at $0.86. 1,400 shares were traded during mid-day trading, an increase of 82% from the average session volume of 771 shares. The stock had previously closed at [&#8230;]",0.802
positive,"Quantbot Technologies LP acquired a new position in M/I Homes, Inc. (NYSE:MHO &#8211; Free Report) during the first quarter, according to the company in its most recent Form 13F filing with the Securities & Exchange Commission. The firm acquired 7,444 shares of the construction company&#8217;s stock, valued at approximately $1,015,000. A number of other hedge [&#8230;]",0.872
positive,"Wealthspire Advisors LLC grew its position in ServiceNow, Inc. (NYSE:NOW &#8211; Free Report) by 3.4% during the first quarter, according to its most recent filing with the Securities and Exchange Commission. The institutional investor owned 1,683 shares of the information technology services provider&#8217;s stock after purchasing an additional 56 shares during the quarter. Wealthspire Advisors [&#8230;]",0.836
positive,"Wealthspire Advisors LLC reduced its position in Teleflex Incorporated (NYSE:TFX &#8211; Free Report) by 1.9% during the first quarter, HoldingsChannel.com reports. The firm owned 6,285 shares of the medical technology company&#8217;s stock after selling 123 shares during the period. Wealthspire Advisors LLC&#8217;s holdings in Teleflex were worth $1,421,000 at the end of the most recent [&#8230;]",0.8225
neutral,SG Americas Securities LLC Has $4.61 Million Holdings in Zebra Technologies Co. (NASDAQ:ZBRA),0.296
positive,"SG Americas Securities LLC boosted its position in Zebra Technologies Co. (NASDAQ:ZBRA &#8211; Free Report) by 105.5% in the 1st quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commission (SEC). The institutional investor owned 15,300 shares of the industrial products company&#8217;s stock after buying an additional [&#8230;]",0.886
positive,"SG Americas Securities LLC raised its position in Twilio Inc. (NYSE:TWLO &#8211; Free Report) by 1,808.3% during the first quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission (SEC). The institutional investor owned 70,208 shares of the technology company&#8217;s stock after purchasing an additional 66,529 shares during the quarter. [&#8230;]",0.8779
positive,"Capital Link Global Green Energy Transport & Technology Leaders ETF (NYSEARCA:EKAR &#8211; Get Free Report) shares traded down 0.2% during trading on Friday . The company traded as low as $28.95 and last traded at $29.00. 12,700 shares changed hands during trading, an increase of 332% from the average session volume of 2,943 shares. The [&#8230;]",0.8807
neutral,"Wrap Technologies, Inc. (OTCMKTS:WRTC &#8211; Get Free Report) dropped 0.6% during trading on Friday . The company traded as low as $1.72 and last traded at $1.76. Approximately 94,619 shares changed hands during mid-day trading, a decline of 88% from the average daily volume of 805,226 shares. The stock had previously closed at $1.77. Wrap [&#8230;]",0.6808
positive,"Quantbot Technologies LP lessened its holdings in shares of General Motors (NYSE:GM &#8211; Free Report) (TSE:GMM.U) by 77.5% in the first quarter, according to its most recent disclosure with the Securities & Exchange Commission. The firm owned 27,662 shares of the auto manufacturer&#8217;s stock after selling 95,554 shares during the quarter. Quantbot Technologies LP&#8217;s holdings [&#8230;]",0.8779
positive,"SG Americas Securities LLC increased its stake in Teledyne Technologies Incorporated (NYSE:TDY &#8211; Free Report) by 49.8% in the 1st quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commission. The institutional investor owned 13,349 shares of the scientific and technical instruments company&#8217;s stock after acquiring an [&#8230;]",0.875
positive,"Empowered Funds LLC grew its stake in shares of Medtronic plc (NYSE:MDT &#8211; Free Report) by 174.9% in the 1st quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC). The institutional investor owned 74,903 shares of the medical technology company&#8217;s stock after acquiring an additional 47,657 [&#8230;]",0.836
positive,"SG Americas Securities LLC grew its holdings in shares of Fair Isaac Co. (NYSE:FICO &#8211; Free Report) by 327.1% during the 1st quarter, according to its most recent Form 13F filing with the SEC. The institutional investor owned 9,985 shares of the technology company&#8217;s stock after acquiring an additional 7,647 shares during the quarter. SG [&#8230;]",0.9081
positive,"SG Americas Securities LLC lifted its position in Best Buy Co., Inc. (NYSE:BBY &#8211; Free Report) by 1,182.9% in the 1st quarter, according to its most recent 13F filing with the Securities and Exchange Commission. The fund owned 160,887 shares of the technology retailer&#8217;s stock after acquiring an additional 148,346 shares during the quarter. SG [&#8230;]",0.936
positive,"Quantbot Technologies LP acquired a new position in shares of Principal Financial Group, Inc. (NYSE:PFG &#8211; Free Report) during the 1st quarter, according to its most recent 13F filing with the Securities & Exchange Commission. The firm acquired 12,706 shares of the company&#8217;s stock, valued at approximately $1,097,000. Several other large investors have also recently [&#8230;]",0.8957
positive,"Quantbot Technologies LP bought a new position in shares of CenterPoint Energy, Inc. (NYSE:CNP &#8211; Free Report) during the 1st quarter, according to the company in its most recent filing with the Securities & Exchange Commission. The institutional investor bought 38,924 shares of the utilities provider&#8217;s stock, valued at approximately $1,109,000. Other institutional investors and [&#8230;]",0.9169
positive,"Libra Philanthropies announced recently the establishment of the &#8220;Philippe A. Embiricos (1968) Fellowship in Ocean Engineering&#8221; at the Massachusetts Institute of Technology (MIT). The fellowship, which represents a dazzling $500,000 (€458,000) gift, aims to &#8221;inspire and empower talent from Greece to become trailblazers in maritime innovation&#8221;. This fascinating decision by Libra Philanthropies aims to honor [&#8230;]",0.9081
positive,"Empowered Funds LLC reduced its stake in shares of Preformed Line Products (NASDAQ:PLPC &#8211; Free Report) by 8.7% during the 1st quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission. The firm owned 23,755 shares of the technology company&#8217;s stock after selling 2,260 shares during the quarter. Empowered Funds [&#8230;]",0.8779
positive,"Empowered Funds LLC boosted its position in shares of Micron Technology, Inc. (NASDAQ:MU &#8211; Free Report) by 1.7% in the first quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission. The fund owned 39,598 shares of the semiconductor manufacturer&#8217;s stock after buying an additional 656 shares during the [&#8230;]",0.9118
positive,"Empowered Funds LLC boosted its stake in NetScout Systems, Inc. (NASDAQ:NTCT &#8211; Free Report) by 8.2% in the 1st quarter, according to its most recent filing with the SEC. The fund owned 215,873 shares of the technology company&#8217;s stock after purchasing an additional 16,275 shares during the period. Empowered Funds LLC&#8217;s holdings in NetScout Systems [&#8230;]",0.8481
positive,"Empowered Funds LLC lowered its holdings in shares of Spotify Technology S.A. (NYSE:SPOT &#8211; Free Report) by 1.4% in the first quarter, Holdings Channel.com reports. The institutional investor owned 19,094 shares of the company&#8217;s stock after selling 271 shares during the period. Empowered Funds LLC&#8217;s holdings in Spotify Technology were worth $5,039,000 at the end [&#8230;]",0.8519
positive,This achievement places Anand Piramal alongside other notable names in the business world.,0.0
neutral,Mary Barra and Ginni Rometty discuss being female role models in business with CNBC's Leslie Picker at the inaugural CNBC CEO Council: Leaders' Library.,0.0
neutral,Portfolio Intelligence and Monitoring provides the business intelligence you need to make informed decisions. All transaction and property data are sourced automatically in the platform through an enhanced dashboard.,0.7351
positive,"As international action concludes, we are back to the basics of the domestic scene. There&#8217;s a lot to catch up on in the MLS while the Copa America 2024 kept US fans busy but the latest match sees Inter Miami hosting Toronto FC at the Chase Stadium on July 17. Even in the absence of [&#8230;]The post Inter Miami vs Toronto FC- Expected Starting Lineups, Injury Updates on Lionel Messi & Others, Suspensions, Head-to-Head Stats, Live Streaming & How To Watch on TV appeared first on EssentiallySports.",-0.5719
positive,"Guo Wengui, a self-exiled Chinese business tycoon whose criticism of the Communist Party won him legions of online followers and powerful friends in the American conservative movement, was convicted by a U.S. jury Tuesday of engaging in a massive multiyear fraud that ripped off some of his most devoted fans.",0.8748
positive,"Investment worth £30billion and tax receipts totalling £20billion could also be lost by 2029, according to the Aberdeen Chamber of Commerce.",-0.1027
positive,"Samsung has had a busy time lately. Last week it launched a swag of new tech including the Galaxy Ring, Buds 3/3 Pro, sixth generation Z Fold and Z Flip foldables, and new smartwatches. In the midst of this, rumours are circulating about the upcoming Galaxy Tab S10 series comprising a Tab S10+ and Ultra... Read More",0.128
positive,"To honor their Palestinian heritage, the Gaith brothers—Majdi, Noor and Sami—named their coffee roasting business and newly opened cafe, Jaffa Coffee Roasters. The historic port city of Jaffa, Sami said, is considered a “crown jewel” to Palestinians around the world. “It’s the epicenter of music, arts, language and agriculture in the northern part of Palestine,” [&#8230;]",0.4939
positive,"(marketscreener.com) PHOENIX, July 16, 2024 /PRNewswire/ -- Trinity Capital Inc. , an internally managed business development company, today announced that it has priced an underwritten public offering of $100.0 million in aggregate principal amount of 7.875% notes due 2029 . The Notes will mature on September 30, 2029, and may be redeemed in whole or in part at...https://www.marketscreener.com/quote/stock/TRINITY-CAPITAL-INC-118392354/news/Trinity-Capital-Inc-Prices-Offering-of-100-0-Million-of-7-875-Notes-due-2029-47395306/?utm_medium=RSS&utm_content=20240716",0.6249
positive,"(marketscreener.com) Japanese manufacturers became more confident about business conditions in July whereas those in the service sector cooled, the monthly Reuters Tankan survey showed on Wednesday, reflecting a patchy economic outlook. The poll of 506 large non-financial firms comes two weeks before the Bank of Japan holds its July 30-31 policy...https://www.marketscreener.com/quote/currency/EURO-JAPANESE-YEN-EUR-JPY-4592/news/Japan-s-mixed-business-sentiment-highlights-patchy-economic-outlook-47395280/?utm_medium=RSS&utm_content=20240716",0.5413
neutral,Arkangelo's family believes he was showing the police officer a utility knife he often carried when he worked with his brother's landscaping business moments before he was shot,0.0
positive,"Right in the heart of the RNC is Convention Fest, a chance for local business owners to share their talents to a global audience.",0.7351
negative,"(marketscreener.com) -U.S. trucking firm JB Hunt Transport Services reported a 24% fall in second-quarter profit on Tuesday as a result of continued weakness in their truckload and intermodal businesses. In the United States, the trucking industry has continued to follow a downward trend since 2022 owing to higher...https://www.marketscreener.com/news/latest/JB-Hunt-s-profit-falls-24-on-continued-industry-headwinds--47395022/?utm_medium=RSS&utm_content=20240716",0.4404
positive,"Torrential rains walloped Toronto on Tuesday, turning major roadways into rivers, causing massive traffic jams, huge power outages, disrupting public transit, flooding homes and businesses and sending raw sewage into the streets from overflowing sanitary sewers. But in a broader sense, it was just Toronto’s turn because cities across Canada are experiencing the same natural [&#8230;]",0.5994
neutral,"The Senate is scheduled to be in session on Wednesday [July 17], and the statements listed on the Order Paper include Cup Match 2024, Emancipation 2024 – Snapshots of our Past and the Bermuda Monetary Authority Annual Report 2023. The Order of Business follows below [PDF here]: Related Stories OBA Announce Dion Smith As C27 [&#8230;]",0.0772
positive,"The Barbados Water Authority (BWA) will be installing a meter in Haymans, St Peter tomorrow, Wednesday, July 17 between 1 p.m. and 5 p.m. As a result, residents and businesses in Haymans, Warleigh, Clarkes Gap, Ashton Hall, Rockless, The Rock and surrounding districts may experience low water pressure or a water outage during this time. [&#8230;]The post BWA to install a meter in Haymans, St Peter appeared first on nationnews.com.",-0.4588
negative,"Local officials on Tuesday attended Democratic Congressman Raja Krishnamoorthi’s ceremonial presentation of $500,000 in federal funding he secured toward a planned $18.9 million improvement of Central Road serving Bell Works Chicagoland and other businesses in Hoffman Estates and South Barrington.",0.6908
negative,"Local officials on Tuesday attended Democratic Congressman Raja Krishnamoorthi’s ceremonial presentation of $500,000 in federal funding he secured toward a planned $18.9 million improvement of Central Road serving Bell Works Chicagoland and other businesses in Hoffman Estates and South Barrington.",0.6908
positive,"(marketscreener.com) The law firm of Kirby McInerney LLP is investigating potential claims against Arbor Realty Trust, Inc. . The investigation concerns whether Arbor and/or certain of its officers have violated the federal securities laws and/or engaged in other unlawful business practices.[Click here to learn more about the investigation]On July 12, 2024,...https://www.marketscreener.com/quote/stock/ARBOR-REALTY-TRUST-INC-11503/news/Kirby-McInerney-LLP-Announces-Investigation-of-Shareholder-Claims-Against-Arbor-Realty-Trust-Inc--47395151/?utm_medium=RSS&utm_content=20240716",0.7096
positive,"Episode 434 — July 16, 2024 Were you too busy to keep up with the last couple of days of Pittsburgh Steelers news and don’t know where to start? I’ll catch you up on “The Depot 180.” From player news to the transaction wire, I will get you up to speed in a quick three-minute [&#8230;]",0.0
neutral,"Joe Biden and Donald Trump are two presidents with unfinished business and an itch to get it done.Their track records and plans on abortion, immigration, taxes, wars abroad — you…",-0.5574
neutral,An ecologist noticed indigenous forest had been cleared and reported it.,0.1027
neutral,A murder trial being held in Forsyth County has ended in amistrial.,-0.6908
neutral,"(marketscreener.com) Petro-Canada, a Suncor Energy business, is extending its longstanding partnerships with the Canadian Olympic Committee and the Canadian Paralympic Committee, which will ensure ongoing support of Canadian athletes, coaches and athletes' families for another eight years. The support continues Petro-Canada's recognition as a National Partner of the...https://www.marketscreener.com/quote/stock/SUNCOR-ENERGY-INC-1411810/news/Suncor-s-Petro-Canada-TM-Extends-Team-Canada-Olympic-and-Paralympic-Partnerships-through-2032-47395068/?utm_medium=RSS&utm_content=20240716",0.8442
positive,"On Monday, Kings County Superior Court Superior Judge Kathy Ciuffini issued a temporary restraining order against the State Water ResourcesThe post Kings County judge issues restraining order allowing probationary farmers to pump without metering appeared first on The Business Journal.",0.7906
positive,"The Logan County Chamber of Commerce welcomed Mountain Vista Cleaning Services, LLC with a ribbon-cutting ceremony on Tuesday Owned by Amber Robinson, the business was opened in April 2010 in the Front Range and in August 2020, they expanded their services to Northeast Colorado to offer the community the same level of professionalism and cleanliness. [&#8230;]",0.34
